"message";"is_toxic"
"nitpick: the ""os"" here is an author hint to ""oliver specht"" -- usually its nice to remove those too -- thats what dscms are for ...";"0"
"would you mind starting with common.mk so we do not have to portitover later to get qemu-* unittests, valgrind, etc and if you think it suckshorribly, that is fine as long as we can fix it :";"1"
"this is wrong; you want to essentially copy the implementation from stack_task: destroy_task = scheduler.dependencytaskgroup self.dependencies, resource.resource.destroy, reverse=true";"0"
"oh. that is annoying. so to actually use this, we'd have to define __glibc__";"0"
"nit if trying to keep the pseudo-alphabetical order, place this after oslo.middleware oslo.db is messing up the alphabetical order";"0"
"just friggin image tests that do not use warlock";"0"
"so dumb question. we had ironic_qemu_hook_path before. what if someone is using that and then upgrades to this. it'll break their environment. is this something we care about i am not sure since this is devstack and not our code.";"0"
"it seems to me it will be simpler to rename this to 'ack' and have ack=true by default. having code doing ""if not no_ack"" sounds dumb :";"0"
"the only issue is that we dump the stderr in the autotest log but we dump syslog in a different file, butthat is still fine since we dump both. see comment below.";"0"
"done in a separate commit";"0"
"i disagree. these agent functional tests l3 agent, and now metadata, ovs and dhcp are supposed to test agents in isolation since our agent unit tests kind of suckthe full-stack integration testing and tempest test the interaction between the controller and its agents.";"1"
"witchcraft! actually, the c++ mock library kind of suckscompared to what is available in java. java + mockito the mock library + guice/dagger both dependency injection libraries, which are crazy powerful makes testing faking dependencies a zillion times easier than in c++";"1"
"we can now use get_first_node_by_host_for_old_compat - which is slightly less horrible than this.";"0"
"these mocks are the same for all tests and should be moved to the classlevel";"0"
"indentation sucks";"1"
"i think you get the vlan id from conf directly. cls.vlan_1 = conf.l2gw.vlan_1";"0"
"i still prefer just advertiseroutes, but i will not push hard since i am who speaks worst english here :";"0"
"else /*current_method == nullptr*/ { // abstract method masks all defaults if vtable_impl->isabstract !vtable_impl->isdefaultconflicting { ... } // else do not need do anything }";"0"
"updated_at should be nullable=false because upon insertion, it should and will be set.";"0"
"i believe it is msan reporting problems. i am not sure exactly what evan wasseeing, but i will mention we add this switch to a bunch of other suites: views_mus_unittests, ash_unittests, windowserverservicetestbase. maybe evan is seeing the same issues as mentioned here:";"0"
"python3 suc*s...";"1"
"i am being a little stupid here. are you asking for explicit set_version, set_release, etc. methods";"0"
"this is already in collect_parts - we do it right before the list dir - and we *just* read the hashes pkl of the damndisk in build_reconstruction jobs - the process_job is green so we'll be going through this loop pretty fast at first. this can not be helpful to mount_check again here.";"1"
"as this note belongs to the bullet above, indentitmore so thatitis included in it";"0"
"nit: fwiw, rather than extracting you should also be able to just do cbfstool ""$rw_image_file"" extract -n ""$cbfs_name"" -f ecrw -r fw_main_a";"0"
"can you just create a getter for extendedwindow with ""create on first call"" behavior now it looks too ugly and error-prone";"1"
"do not you need to use std::unique_ptr<mirror::object* >";"0"
"i agree that 'a' should be removed";"0"
"argh..ok this was dumb. will clean up";"0"
"pypi-openstack seems to have gone walkabout";"0"
"wtfare you doing!";"1"
"we should remove openstack here";"0"
"nit: perhaps: bool flush_done = encoder_state_ == kflushing dqbuf.flags v4l2_buf_flag_last ; if dqbuf.m.planes 0 .bytesused == 0 flush_done { ... } else { ... } l.782: if flush_done { }";"0"
"mark histograms as obsolete; do not delete them.";"0"
"my git fu is weak; i'll put these back.";"0"
"the 'else' here is killing all the benefits we talked about tickless scheduling";"0"
"yeah, butthat duplicates the closecontainer calls. i like the single point of return and the guaranteed closes a little better. how strong is your preference";"0"
"scumbag gerrit threw away my comment. tl;did not rewrite: do it for linux too. that is how update.sh worked.";"1"
"the word 'assnot really good here=";"0"
"> i do not think sudoruncommand is ever mocked. i think we either > mock runcommand or some higher level functions. the > runcommandtestcase actually mocks runcommand. if that is the case, that is fine then.";"0"
"heh, too subtle to... ""allow"" these tests suck i hate them, but haven't managed to get rid of all of them yet the reason it changed from 10 to 8 is because we took two calls out of the job the ones we were making to ourselves . i am not sure if that helps address your issue here or not. but given the change being correct these tests have to change :d";"1"
"a possibly dumb question: will not this command remove also the basic flow entry for allowing the ovs instance to behave as a regular mac-based forwarding switch";"0"
"right, this is needed to remove threadchecker on dcheck-disabled build.";"0"
"kill empty line";"0"
"no reason for this to be a separate method; just put in runtest";"0"
"let us use /openrc cause we are going to have non-root users on slaves";"0"
"darn; this space impacts the link; i'll have to repush.";"1"
"there are 3 white spaces. remove one";"0"
"i'd like to see some white-space to make the bullets stand out.";"0"
"just use '!' as the rule. dummy:dummy is not valid rule i think";"0"
"i would asspull-right classto the button.";"1"
"you may want to explain in a comment for why this is needed. i.e. certain boards do not access the boot device prior to initializing dram, etc.";"0"
"you should passstd::unique_ptr<offlinepagearchiver> here.";"0"
"yeah. this comment is worse than unhelpful . comment removed.";"0"
"{{ keystone_public_port }}";"0"
"eh.. : why did not you define it as native python objects the same way it is done on lines 241-249 !";"0"
"init msamplertype and the msamplercount - just to have some non-garbage values.";"0"
